assembly_run_ids,study_id,Euryarchaeota,Acidobacteria,Actinobacteria,Armatimonadetes,Bacteroidetes,Balneolaeota,Caldiserica,Chlamydiae,Chloroflexi,Coprothermobacterota,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Verrucomicrobia,Ascomycota,Basidiomycota,Cryptomycota,Arthropoda,Chordata,Gastrotricha,Mollusca,Nematoda,Rotifera,Apicomplexa,Cercozoa,Ciliophora,Discosea,Endomyxa,Euglenozoa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea,Chlorophyta,Streptophyta,Crenarchaeota,Parvarchaeota,Aquificae,Caldithrix,Chlorobi,Chrysiogenetes,Dictyoglomi,Thermi,Thermotogae,Calditrichaeota,Annelida,Bacillariophyta,Chytridiomycota,Cnidaria,Euglenida,Microsporidia,Mucoromycota,Phaeophyceae,Platyhelminthes,Porifera,Tardigrada,Zoopagomycota
ERR1725979,MGYS00001312,25,3,874,1,5385,0,0,1,10,0,16,0,0,2,7330,448,2,0,0,0,0,8,36184,2,20,94,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713364,MGYS00001312,53,8,287,1,9339,0,0,0,10,0,20,0,0,4,7522,1936,4,0,0,3,0,56,25597,20,71,97,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713365,MGYS00001312,12,12,369,5,11620,0,0,1,39,0,4,0,6,1,5750,567,2,0,0,0,0,11,61910,20,9,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725984,MGYS00001312,309,3,911,0,405,0,0,5,7,0,14,1,0,1,10616,740,2,0,0,0,1,29,7754,9,25,174,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713367,MGYS00001312,82,164,897,31,23133,0,3,4,330,0,31,0,11,28,7166,2197,13,0,0,8,84,196,79595,112,116,62,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713368,MGYS00001312,60,20,902,4,22329,0,5,1,56,0,15,3,2,3,20012,5815,2,0,0,5,2,47,71396,32,115,181,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725985,MGYS00001312,248,16,1473,0,2943,0,0,1,91,0,69,0,4,2,13549,979,1,0,0,5,2,30,23571,29,236,152,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713370,MGYS00001312,650,302,1672,4,595,0,400,5,1097,0,50,0,1,4,16931,138,8,0,0,2,9,102,34109,67,2695,50,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713371,MGYS00001312,39,3,442,2,945,0,2,1,43,0,10,0,12,2,7702,89,12,0,0,4,0,5,172778,6,33,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713372,MGYS00001312,47,19,1322,4,5953,0,0,0,25,0,50,0,1,3,17888,833,5,0,0,2,2,109,60672,19,48,145,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713373,MGYS00001312,49,6,420,6,2644,0,3,0,17,0,12,0,0,0,8924,1003,1,0,0,1,2,14,10154,18,84,125,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725988,MGYS00001312,80,13,852,1,5343,0,0,0,31,0,91,0,1,0,17405,5223,7,0,0,2,2,55,100796,8,50,225,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725991,MGYS00001312,23,4,270,4,2168,0,0,1,7,0,13,0,0,2,5213,1699,1,0,0,2,0,13,11522,2,28,60,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713376,MGYS00001312,26,4,377,5,7043,0,0,3,16,0,18,0,0,1,7365,2324,7,0,0,25,0,363,52201,23,622,145,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725995,MGYS00001312,2,1,439,0,418,0,0,0,1,0,3,0,0,0,3172,65,0,0,0,0,0,2,3836,1,30,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713378,MGYS00001312,604,23,1756,2,1474,0,5,3,268,0,155,0,3,6,13513,176,2,0,0,11,2,59,13681,21,948,144,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725998,MGYS00001312,234,147,420,15,4772,0,19,5,584,0,28,0,4,31,2958,604,19,0,0,46,59,91,10882,707,535,235,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,147,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713380,MGYS00001312,7,29,557,2,19427,0,0,4,27,0,6,0,5,0,8423,726,3,0,0,0,40,21,60925,9,14,76,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713381,MGYS00001312,958,11,11148,0,3781,0,0,1,300,0,113,0,1,6,67559,397,12,0,0,3,1,24,7793,47,113,1113,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713382,MGYS00001312,18,19,624,2,43854,0,2,2,20,0,4,0,0,0,8303,1783,7,0,0,0,0,9,129952,5,34,51,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713383,MGYS00001312,247,23,1372,6,2682,0,25,0,395,0,27,0,1,11,16416,1668,5,0,0,4,0,56,11340,76,527,272,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713384,MGYS00001312,209,32,3202,9,9482,0,16,4,112,0,107,0,16,14,42439,1089,4,0,0,9,1,79,28968,310,934,545,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713385,MGYS00001312,134,13,791,0,5284,0,1,0,19,0,202,1,13,6,16243,1903,9,0,0,20,0,93,26562,79,103,417,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713386,MGYS00001312,398,9,2296,2,1708,0,0,4,68,0,86,0,4,1,13544,446,15,0,0,4,1,24,247082,22,275,168,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726001,MGYS00001312,14,7,69,11,532,0,19,3,125,0,3,0,0,1,903,44,0,0,0,0,0,9,3624,36,71,7,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713388,MGYS00001312,103,10,1101,1,3540,0,0,2,20,0,21,0,0,0,18117,1174,8,0,0,3,0,76,33095,4,51,217,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713389,MGYS00001312,45,22,926,3,7652,0,0,4,43,0,67,0,4,23,13003,1167,5,0,0,12,0,38,30029,18,185,66,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726004,MGYS00001312,98,4,250,0,510,0,0,0,125,0,4,0,0,2,6223,207,3,0,0,6,0,7,2944,25,52,45,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713391,MGYS00001312,38,12,438,2,1249,0,0,0,24,0,2,0,0,2,5270,451,1,0,0,1,0,16,7343,7,51,91,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726006,MGYS00001312,18,3,517,2,3867,0,0,4,22,0,8,0,0,0,5700,251,3,0,0,0,0,9,23234,0,10,57,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726007,MGYS00001312,2,2,15,0,126,0,0,0,1,0,1,0,0,0,504,7,0,0,0,0,0,0,15031,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713394,MGYS00001312,110,18,821,27,45078,0,17,3,75,0,42,0,0,0,26793,63,5,0,0,32,0,8,54202,2821,3401,23267,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713395,MGYS00001312,2,5,485,0,25509,0,1,0,26,0,5,0,0,0,1533,345,3,0,0,0,0,6,75744,4,23,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713396,MGYS00001312,17,1,247,0,3283,0,2,0,7,0,21,0,15,0,3283,45,0,0,0,20,0,4,6646,103,10,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713397,MGYS00001312,807,190,1604,11,3127,0,2,15,109,0,69,0,7,9,13625,3871,15,0,0,0,96,215,23830,70,87,400,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713398,MGYS00001312,158,13,2135,1,2626,0,3,1,120,0,13,0,0,1,15026,1099,9,0,0,3,2,11,25078,65,73,98,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726013,MGYS00001312,90,9,1401,0,1596,0,0,13,26,0,11,2,0,0,19252,2273,6,0,0,2,0,53,20178,13,266,74,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713400,MGYS00001312,132,11,1261,3,1708,0,0,4,27,0,12,1,0,1,19033,2329,9,0,0,1,1,40,20869,29,278,101,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726017,MGYS00001312,86,2,716,1,867,0,0,0,28,0,34,0,0,0,9185,1647,3,0,0,0,6,9,7673,2,20,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713402,MGYS00001312,70,11,1006,0,1746,0,3,0,22,0,19,0,0,0,16595,1694,3,0,0,0,0,32,21401,20,130,56,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713403,MGYS00001312,105,2,514,1,278,0,26,8,496,0,3,0,0,0,4097,359,1,0,0,0,0,24,5696,15,126,13,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726026,MGYS00001312,5,7,115,1,190,0,0,0,5,0,0,0,0,0,1663,124,0,0,0,0,0,4,1904,3,16,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713405,MGYS00001312,318,36,2469,9,10828,0,3,7,58,0,52,1,6,81,31342,16286,10,0,0,39,0,107,55762,92,601,188,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713406,MGYS00001312,109,67,2778,4,2012,0,1,2,180,0,11,0,0,5,13434,1432,5,0,0,1,1,216,32405,41,306,123,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713407,MGYS00001312,11,10,145,3,17679,0,5,1,28,0,19,0,0,0,1954,75,3,0,0,0,0,5,163024,7,231,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713408,MGYS00001312,149,11,1239,2,4021,0,0,0,7,0,307,0,3,9,29896,2197,19,0,0,1,1,30,51975,20,24,267,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713409,MGYS00001312,146,4,1604,1,879,0,0,3,12,0,16,0,0,0,14773,3183,7,0,0,0,0,38,15853,14,69,230,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713410,MGYS00001312,384,28,1152,3,2858,0,7,0,30,0,103,1,3,7,20000,913,8,0,0,5,0,41,18016,33,205,173,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1726032,MGYS00001312,99,42,876,1,2711,0,0,2,15,0,68,2,11,3,11002,1633,3,0,0,12,0,14,19565,43,189,165,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2808645,MGYS00005055,29,10,1420,1,1702,0,0,2,178,0,7,1,1,0,398,6,11,8,0,0,4,41,4488,8,9,1,87,14,0,1,0,3,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
ERR2808646,MGYS00005055,18,123,856,4,1581,0,1,14,494,0,19,0,6,8,286,7,35,47,5,0,37,99,3764,74,10,0,176,8,1,1,3,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,1,2,0,10,0,0,1,0,0,0,1
ERR2808647,MGYS00005055,30,17,1266,1,1557,0,0,2,164,0,7,0,3,0,354,10,12,7,1,0,3,36,4067,5,14,3,94,13,0,2,1,1,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERR2808648,MGYS00005055,16,76,957,4,2134,0,0,30,347,0,28,0,1,5,395,21,35,15,0,0,2,66,5663,231,16,4,219,5,2,3,2,2,0,0,5,35,3,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,0,1,0,1,0,19
ERR2808649,MGYS00005055,2,308,1015,2,1585,0,0,30,252,0,29,0,0,8,249,11,36,21,3,1,32,68,3902,209,11,5,153,2,0,3,0,2,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,1,0
ERR2808650,MGYS00005055,14,75,881,3,2042,0,0,31,322,0,29,0,1,6,361,19,32,18,3,0,9,61,5409,224,22,4,204,4,0,3,2,0,0,0,4,30,21,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,0,0,0,0,14
ERR2808651,MGYS00005055,14,35,319,0,1414,1,0,17,246,0,27,0,1,1,191,10,28,20,4,0,48,74,3948,214,2,3,142,3,4,4,3,2,0,0,6,18,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,0,0,1,0,0,2
ERR2808652,MGYS00005055,6,236,984,3,2318,0,0,3,456,0,42,0,1,13,376,25,27,23,6,1,14,83,6126,115,12,3,208,21,0,0,2,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ERR2808653,MGYS00005055,4,59,1080,4,2238,0,0,11,110,0,30,0,3,1,259,18,53,34,0,0,42,102,4623,223,15,1,211,11,0,2,2,5,0,0,10,31,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2
ERR2808654,MGYS00005055,9,62,204,2,1847,0,0,3,99,0,17,0,0,2,516,55,3,5,0,0,15,10,15510,4,11,2,71,6,1,0,6,4,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
ERR2808655,MGYS00005055,12,145,864,3,1842,0,0,6,489,0,42,0,4,9,295,9,48,45,6,1,43,95,4006,88,6,5,196,6,5,2,3,2,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,20,0,0,0,1,0,2,0
ERR2808656,MGYS00005055,8,71,1160,7,1593,0,0,16,285,0,101,0,1,2,370,18,29,23,3,1,3,86,4733,475,14,6,225,8,0,1,2,3,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,2,7,1,0,0,0,1,9,1,0,0,4,0
ERR2808657,MGYS00005055,13,161,906,5,1954,0,0,5,520,0,36,0,7,9,330,10,48,47,6,1,40,108,4329,95,6,4,208,7,2,4,3,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,2,0
ERR2808658,MGYS00005055,4,219,912,2,2061,0,0,3,421,0,33,0,2,8,357,25,22,21,5,0,18,81,5687,101,15,1,183,25,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
ERR2808659,MGYS00005055,9,9,1465,0,1516,0,0,8,27,0,21,0,0,7,252,8,116,5,3,1,11,8,5755,119,5,3,126,7,3,9,4,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
ERR2808660,MGYS00005055,14,38,341,0,1581,0,0,16,257,0,36,0,0,1,209,13,31,18,0,0,51,74,4248,226,7,3,155,5,1,7,0,5,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,1,0,1,0,0,0
ERR2808661,MGYS00005055,15,108,743,3,1402,0,1,13,451,0,21,0,5,4,267,8,34,39,6,0,31,92,3388,76,10,1,161,7,1,0,2,2,0,0,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1
ERR2808662,MGYS00005055,6,80,1289,8,1804,1,0,21,331,0,106,0,0,2,409,23,31,27,6,1,2,101,5276,538,8,7,240,14,1,3,1,2,0,0,6,11,2,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,1,3,0,1,0,0,0
