assembly_run_ids,study_id,Euryarchaeota,Actinobacteria,Bacteroidetes,Chloroflexi,Elusimicrobia,Firmicutes,Fusobacteria,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Tenericutes,Verrucomicrobia,Ascomycota,Basidiomycota,Arthropoda,Chordata,Mollusca,Nematoda,Rotifera,Cercozoa,Ciliophora,Euglenozoa,Heterolobosea,Tubulinea,Streptophyta,Crenarchaeota,Nanoarchaeota,Thaumarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Balneolaeota,Caldiserica,Calditrichaeota,Chlamydiae,Chlorobi,Chrysiogenetes,Cyanobacteria,Deferribacteres,Fibrobacteres,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospinae,Rhodothermaeota,Synergistetes,Thermodesulfobacteria,Thermotogae,Annelida,Apicomplexa,Bacillariophyta,Blastocladiomycota,Brachiopoda,Bryozoa,Chlorophyta,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Cryptomycota,Echinodermata,Entoprocta,Entorrhizomycota,Euglenida,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Haplosporidia,Hemichordata,Microsporidia,Mucoromycota,Phaeophyceae,Picozoa,Pinguiophyceae,Placozoa,Platyhelminthes,Porifera,Priapulida,Tardigrada,Xanthophyceae,Xenacoelomorpha,Zoopagomycota,Parvarchaeota,Caldithrix
ERR2683152,MGYS00003139,391,5393,2357,88,1,24520,11629,9,45,19395,13,259,435,1139,35,60,40,1,846,39,0,0,0,0,0,72,0,0,2,88,0,3,0,8,8,17,1,0,17,0,13,15,16,4,3,0,0,178,0,0,5,3,6,0,0,0,6,0,0,0,0,11,0,0,0,2,0,3,0,0,0,1,3,0,0,0,0,6,1,0,3,0,0,0,0,0
ERR2683153,MGYS00003139,77,2744,4339,107,2,34673,6383,10,68,32038,21,217,870,57,5,36,2,0,815,4,0,0,0,0,0,21,0,0,0,59,0,8,0,8,0,31,1,0,21,1,3,14,14,75,5,0,0,339,0,0,2,0,0,0,0,0,31,0,0,0,0,16,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683154,MGYS00003139,395,2811,5673,598,12,27148,8843,9,77,27317,65,195,740,509,8,35,10,0,1662,36,0,0,0,0,0,95,0,0,0,76,2,18,2,16,0,59,0,0,13,0,7,19,19,250,14,0,0,955,0,25,2,0,0,0,0,0,7,0,1,0,0,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0
ERR2683155,MGYS00003139,592,6153,3007,1017,0,20732,3012,14,41,24582,125,228,650,262,12,38,6,2,542,5,0,0,0,0,0,23,4,0,0,61,0,13,0,34,1,88,1,0,23,0,10,8,18,120,8,0,0,327,0,13,0,0,0,0,0,0,15,0,8,0,0,74,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683156,MGYS00003139,706,3470,3418,152,2,42093,547,0,46,17088,28,634,450,864,34,125,77,0,673,21,0,0,0,0,0,130,0,0,0,51,0,4,0,4,0,11,0,0,26,1,29,66,6,58,5,0,0,179,0,1,7,2,0,2,0,0,3,0,0,1,0,5,0,0,0,8,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0
ERR2683157,MGYS00003139,511,2030,8782,106,2,16983,1038,13,41,50548,23,121,444,288,8,17,6,0,708,217,0,0,0,0,0,75,0,0,0,90,0,15,0,11,2,45,1,0,22,0,11,33,7,39,6,0,0,149,0,3,2,1,0,0,0,0,3,0,5,0,0,5,0,0,0,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683158,MGYS00003139,274,1976,10328,97,3,22794,5281,7,69,32401,34,340,825,122,4,107,5,0,318,19,0,0,0,0,0,39,1,0,0,62,0,34,0,2,0,52,0,0,41,0,52,12,10,76,41,0,0,633,0,15,0,2,0,1,0,0,9,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
ERR2683159,MGYS00003139,104,699,2440,48,0,8266,3800,3,18,60198,3,70,362,40,2,12,3,0,136,6,0,0,0,0,0,52,0,0,0,17,0,12,0,1,0,5,0,0,5,0,4,26,3,35,5,0,0,77,0,1,1,0,0,0,0,0,1,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2683161,MGYS00003139,379,902,6385,521,1,10464,81,4,239,43179,907,106,158,26,1,16,3,0,7,6,0,0,0,0,0,16,0,0,0,579,0,213,0,837,1,44,0,0,15,0,8,6,44,695,89,0,0,434,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683162,MGYS00003139,81,1107,10771,60,2,8972,1106,62,30,38898,26,96,203,235,9,42,2,0,257,8,0,0,0,0,0,113,0,0,0,105,0,6,0,7,0,14,1,0,5,0,7,59,18,29,4,0,0,70,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0
ERR2683163,MGYS00003139,670,1913,5969,718,38,18397,769,16,156,14893,783,370,612,47,14,142,20,0,427,43,0,0,0,0,0,406,3,0,11,1401,0,20,0,76,0,97,6,0,187,9,39,29,17,319,38,2,0,1299,0,4,2,3,8,0,0,0,84,0,3,1,0,37,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,25,1,0,0,0,0,2,0,0
ERR2683164,MGYS00003139,424,1819,3740,1187,7,21808,284,14,106,26671,197,173,1037,16,1,5,4,0,84,19,0,0,0,0,0,57,0,0,0,2048,0,82,0,187,2,468,15,0,212,5,9,4,19,595,33,1,0,3467,0,19,1,0,0,0,0,0,20,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,70,0,0,0,0,1,0,0,0
ERR2683165,MGYS00003139,578,776,4893,761,9,48444,137,4,87,14049,127,109,866,10517,16,11,5,0,145,8,0,0,0,0,0,16,28,0,0,492,0,60,0,17,20,223,3,0,15,2,29,178,37,113,20,0,0,2502,0,16,1,0,1,1,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683166,MGYS00003139,136,1552,4359,284,6,42183,221,3,109,25582,46,132,396,730,7,24,2,0,53,10,0,0,0,0,0,54,0,0,0,211,0,5,0,7,1,12,5,0,20,0,14,442,8,123,6,0,0,385,0,1,2,0,0,0,0,0,16,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683167,MGYS00003139,165,1351,15666,459,0,18701,513,25,133,49684,275,98,358,94,3,99,3,2,27160,16,0,0,0,0,0,169,0,0,0,163,0,12,1,18,0,93,0,0,83,20,8,45,98,217,14,1,0,1536,0,59,17,0,1,0,0,0,16,0,2,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0
ERR2683168,MGYS00003139,329,1970,4866,328,4,16678,1308,4,75,30219,179,79,321,161,21,95,18,4,445,56,0,0,0,0,0,80,0,0,3,400,0,16,0,19,0,38,0,0,35,0,39,35,55,120,4,0,0,646,1,0,3,3,0,3,0,0,31,0,2,1,0,12,0,0,0,2,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
ERR2683169,MGYS00003139,20,5493,14317,516,4,4670,241,29,268,35751,38,107,529,30,5,47,46,7,40,3,0,0,0,0,0,28,0,0,4,598,0,36,0,3,0,106,0,0,143,0,72,62,14,26,17,6,0,30,0,0,28,3,25,3,0,0,42,0,26,0,0,26,0,0,0,18,4,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ERR2683171,MGYS00003139,2922,2597,3071,2921,32,9101,274,118,303,15868,998,111,992,39,13,408,6,0,110,12,0,0,0,0,0,128,6,0,6,4211,0,63,0,2431,16,112,11,0,154,5,59,25,646,641,43,8,0,1348,0,18,5,6,2,0,0,0,56,1,1,0,0,62,0,0,0,1,2,1,0,0,0,6,2,0,0,0,0,6,0,0,0,0,0,0,0,0
ERR2683175,MGYS00003139,369,1657,5803,135,12,17610,905,40,34,24224,78,179,209,416,11,47,501,0,477,49,0,0,0,0,0,124,0,0,0,190,0,21,0,0,0,33,2,0,11,0,34,52,9,83,6,0,0,276,0,3,1,4,0,0,0,0,10,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683176,MGYS00003139,156,4424,7338,192,8,23603,2315,6,68,23242,36,253,758,172,11,63,13,0,1293,57,0,0,0,0,0,71,1,0,0,96,0,6,1,10,0,50,0,0,26,1,8,30,17,64,11,0,0,258,0,4,2,3,0,1,0,0,16,0,0,0,0,9,0,0,0,14,0,0,0,0,0,2,3,3,0,0,0,0,0,0,15,0,0,0,0,0
ERR2683178,MGYS00003139,120,1182,2056,542,1,5702,218,5,45,98442,25,47,203,85,4,30,8,1,88,5,0,0,0,0,0,18,0,0,0,126,0,10,0,24,0,47,0,0,33,1,6,7,10,75,3,0,0,288,3,2,0,0,5,0,0,0,8,0,1,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ERR2683180,MGYS00003139,15,711,4003,431,43,953,97,101,225,10535,159,23,542,21,5,9,3,0,152,92,0,0,0,0,0,199,0,2,0,299,0,37,0,0,1,231,0,0,54,0,22,31,19,81,3,0,0,22,0,0,54,0,11,0,0,0,8,0,10,0,0,32,0,0,0,4,0,23,0,0,0,0,1,1,0,0,0,5,0,0,2,0,0,4,0,0
ERR2683181,MGYS00003139,179,1349,5346,87,33,16832,1056,3,13,20684,86,414,203,253,9,31,31,0,317,8,0,0,0,0,0,537,0,0,0,130,0,4,0,0,0,26,2,0,63,2,86,16,8,139,30,0,0,452,0,5,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0
ERR2683182,MGYS00003139,1114,5883,4824,848,9,31493,229,6,103,9633,455,386,566,156,66,165,46,0,357,146,0,0,0,0,0,710,2,0,2,834,0,19,0,167,5,204,3,0,83,0,57,15,97,202,20,0,0,690,0,9,15,6,0,1,0,0,17,0,1,1,0,35,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,19,0,0,1,0,0,1,0,0
ERR2683183,MGYS00003139,1151,1984,2606,1884,14,12303,162,15,465,11839,228,117,447,16,8,47,27,1,63,110,0,0,0,0,0,613,12,0,0,1113,0,66,0,69,21,335,11,0,16,0,6,18,108,408,9,4,0,494,0,267,2,1,1,3,0,0,24,0,2,0,0,607,0,0,0,1,0,32,0,0,0,0,1,38,0,0,0,2,0,0,0,0,0,5,0,0
ERR2683184,MGYS00003139,429,5154,17633,332,72,40501,854,5,66,28949,782,767,459,75,19,11,39,1,77,100,0,0,0,0,0,262,0,0,0,431,0,22,0,41,7,79,5,0,179,3,117,17,68,158,82,0,0,533,0,10,40,3,1,0,0,0,24,0,9,4,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
ERR2683185,MGYS00003139,246,2486,3862,188,9,27971,146,1,24,8311,150,205,252,64,23,487,30,1,75,18,0,0,0,0,0,532,0,0,0,161,0,7,1,11,2,43,2,0,31,0,21,17,31,88,6,0,0,281,0,1,7,1,0,0,0,0,54,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,76,0,0,2,0,0,1,0,0
ERR2683187,MGYS00003139,98,1345,2427,89,3,15737,774,3,23,33743,28,145,407,58,7,35,12,0,460,30,0,0,0,0,0,117,0,0,0,84,0,2,0,1,0,30,3,0,12,0,11,5,11,44,1,0,0,152,1,2,0,0,0,0,0,0,10,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683190,MGYS00003139,221,3917,5647,81,1,46502,699,8,13,30703,20,758,886,78,13,16,34,3,234,9,0,0,0,0,0,20,0,1,0,95,0,13,0,4,0,20,0,0,39,0,35,15,6,18,12,2,0,192,0,5,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683197,MGYS00003139,267,1360,5592,185,3,14907,1602,3,60,16230,79,255,291,62,5,85,4,2,762,88,0,0,0,0,0,91,1,0,0,49,0,22,0,13,0,38,0,0,28,0,10,20,12,64,10,0,1,180,0,3,4,0,1,0,0,0,9,0,6,0,0,10,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
ERR2683198,MGYS00003139,1003,2318,4217,374,1,21361,2166,3,75,44022,45,210,587,49,2,119,2,0,453,3,0,0,0,0,0,98,1,0,0,79,0,33,0,8,0,42,1,0,13,0,29,13,36,88,5,0,0,1059,0,0,0,2,1,0,0,0,31,0,0,0,0,18,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0
ERR2683201,MGYS00003139,19,105,614,31,1,5819,109,2,0,79398,7,6,41,85,0,8,0,0,96,1,0,0,0,0,0,7,0,0,0,16,0,2,0,0,0,13,0,0,4,0,5,3,3,12,2,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683202,MGYS00003139,24,144,608,27,1,2976,168,0,1,50440,2,16,20,11,0,19,1,0,34,0,0,0,0,0,0,2,0,0,0,16,0,2,0,0,0,5,2,0,4,0,2,5,2,26,4,0,0,380,0,2,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683206,MGYS00003139,18,119,554,32,0,3134,134,0,7,50467,6,7,33,2,0,2,1,0,32,1,0,0,0,0,0,5,0,0,0,15,0,2,0,0,0,10,0,0,4,0,3,2,4,16,9,0,0,223,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683207,MGYS00003139,16,134,678,31,0,3934,195,0,6,51540,4,13,36,6,0,4,0,0,22,2,0,0,0,0,0,3,0,1,0,8,0,0,0,0,0,6,0,0,5,1,2,2,4,9,1,0,0,154,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683209,MGYS00003139,90,2025,3920,125,3,14814,3218,4,48,24021,55,235,484,137,9,132,2,0,308,6,0,0,0,0,0,67,0,0,0,55,0,7,0,0,0,39,0,0,12,0,28,18,4,38,7,0,0,265,0,0,5,0,1,0,0,0,1,0,2,0,0,15,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683210,MGYS00003139,147,891,4955,59,6,13310,3096,3,24,32792,35,291,281,127,15,176,12,0,490,78,0,0,0,0,0,84,1,0,0,59,0,16,0,1,0,9,4,0,44,0,28,15,6,63,5,0,0,208,1,0,1,4,1,0,0,0,12,0,6,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2683212,MGYS00003139,1120,1485,10290,1759,78,9856,81,18,352,13372,1381,217,548,23,6,178,0,0,50,17,0,0,0,0,0,12,1,0,2,6272,0,276,0,776,28,1551,28,0,91,0,61,22,696,1025,126,0,0,926,0,4,8,3,1,0,0,0,83,0,3,0,0,60,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,47,0,0,0,0,0,1,0,0
ERR2683216,MGYS00003139,372,3686,2666,141,0,31110,3141,4,57,35459,16,388,718,34,1,76,1,0,734,34,0,0,0,0,0,28,0,0,0,59,0,10,0,1,0,28,4,0,9,0,11,34,4,87,4,0,0,623,0,2,0,1,0,0,0,0,8,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ERR2683217,MGYS00003139,238,1707,3652,222,7,13881,1029,7,51,22962,29,138,447,28,5,73,0,1,524,4,0,0,0,0,0,27,0,0,1,48,0,14,0,0,0,62,1,0,25,2,32,12,17,101,9,0,0,603,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683224,MGYS00003139,78,928,12606,130,0,9824,3549,3,16,52495,49,117,271,156,5,40,4,0,431,3,0,0,0,0,0,14,0,0,0,96,0,8,0,2,1,23,0,0,15,0,16,9,32,33,8,0,0,225,0,13,0,1,0,0,0,0,3,0,1,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683226,MGYS00003139,239,3009,5024,37,2,29788,2375,2,9,14344,9,221,239,165,3,454,35,1,375,9,0,0,0,0,0,29,0,0,0,17,0,3,0,1,0,9,0,0,2,1,6,39,11,11,5,0,0,58,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683229,MGYS00003139,467,3500,3875,112,12,24182,2352,7,15,19973,80,491,214,221,35,314,21,1,640,29,0,0,0,0,0,282,1,0,0,60,0,2,0,4,0,22,0,0,31,1,22,33,2,51,12,0,0,127,0,1,5,3,1,0,0,0,12,0,5,0,0,9,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0
ERR2683230,MGYS00003139,230,1461,4943,100,5,15137,2066,4,29,33779,23,134,267,266,14,218,6,0,296,15,0,0,0,0,0,72,2,0,0,68,0,6,0,2,0,5,0,0,14,0,54,62,8,12,2,0,0,146,0,0,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,12,0,0
ERR2683234,MGYS00003139,306,2731,4914,218,1,16389,3797,3,148,30630,56,193,410,697,5,39,6,1,440,46,0,0,0,0,0,54,0,0,3,76,0,71,0,4,1,19,0,0,10,0,20,19,14,16,3,0,0,184,0,10,1,1,5,0,0,0,7,0,0,0,0,31,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683235,MGYS00003139,198,2965,4681,124,4,27740,2879,6,31,41337,29,171,336,256,7,50,16,0,912,23,0,0,0,0,0,55,0,0,2,45,0,7,0,5,0,24,1,0,38,0,8,61,9,25,5,0,0,230,0,1,0,2,0,0,0,0,3,0,0,1,0,91,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
ERR2683236,MGYS00003139,59,1362,18704,141,11,27189,7959,15,166,33802,381,476,594,20,1,21,1,0,503,60,0,0,0,0,0,16,0,0,0,101,0,19,0,4,2,78,447,0,26,0,23,7,25,64,15,1,1,445,0,2,1,4,2,0,0,0,30,0,1,0,0,37,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0
ERR2683237,MGYS00003139,941,9733,8313,487,26,41018,513,18,182,24811,303,1036,1835,203,18,211,73,3,864,52,0,0,0,0,0,249,3,0,7,146,0,24,0,7,3,40,2,0,150,1,117,66,18,155,18,4,0,317,0,0,23,11,9,0,0,0,45,0,11,1,0,6,0,0,0,4,2,2,0,0,0,1,3,2,0,0,0,238,0,0,0,0,0,1,0,0
ERR2683239,MGYS00003139,608,6910,6383,170,4,44076,626,3,86,25848,110,358,516,220,66,1028,55,1,1260,42,0,0,0,0,0,160,0,0,0,297,0,13,1,17,0,46,1,0,29,0,33,28,24,84,17,0,0,337,0,0,9,7,0,0,0,0,26,0,1,3,0,48,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,35,0,0
ERR2683240,MGYS00003139,95,4005,6518,49,6,9054,115,1,27,13110,31,220,245,15,7,20,53,3,107,10,0,0,0,0,0,15,1,0,0,43,0,14,0,1,1,85,2,0,47,0,15,3,13,22,14,0,0,81,0,1,7,0,12,4,0,0,31,0,11,2,0,67,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683242,MGYS00003139,287,1329,3527,241,8,14352,647,32,71,93015,89,83,802,23,4,148,17,0,1327,18,0,0,0,0,0,22,0,0,1,156,0,11,0,21,0,33,0,0,45,1,31,7,34,182,8,0,0,860,1,4,0,1,1,0,0,0,44,0,0,0,0,3,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
ERR2683243,MGYS00003139,183,813,5157,313,16,13364,1295,33,75,38316,141,81,286,37,7,22,104,0,99,30,0,0,0,0,0,18,1,0,1,121,0,26,1,6,0,40,1,0,65,2,48,26,61,82,4,0,0,326,1,10,0,1,0,1,0,0,16,0,2,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
ERR2683247,MGYS00003139,212,10731,2619,101,1,56048,1491,9,49,22143,14,869,1184,361,14,42,15,1,432,15,0,0,0,0,0,42,1,0,0,81,0,1,0,3,1,27,0,0,34,0,13,12,4,31,5,0,0,181,0,7,13,1,1,0,0,0,6,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0
