sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2520966,ISR-29_1,SAMEA4700797,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",31.7577,35.1002,,,,,ERZ3455881,MGYS00005846
ERS2520976,LKA-40,SAMEA4700807,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",6.9624,79.8742,,,,,ERZ3455891,MGYS00005846
ERS2520984,MDA-65,SAMEA4700815,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",47.0,29.0,,,,,ERZ3455896,MGYS00005846
ERS2520904,CAN-22c,SAMEA4700735,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",45.462,-75.5909,,,,,ERZ3455847,MGYS00005846
ERS2520955,IND-11_2,SAMEA4700786,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",9.9715,76.3051,,,,,ERZ3455885,MGYS00005846
ERS2520865,AUS-18_2,SAMEA4700696,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-35.2464,148.9698,,,,,ERZ3455792,MGYS00005846
ERS2520921,DEU-27_1,SAMEA4700752,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",52.5316,13.2322,,,,,ERZ3455841,MGYS00005846
ERS2520958,IRL-69_2,SAMEA4700789,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",53.2633,-9.0566,,,,,ERZ3455874,MGYS00005846
ERS2520963,ISL-28_1,SAMEA4700794,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",64.1555,-21.8727,,,,,ERZ3455875,MGYS00005846
ERS2520983,MDA-65_2,SAMEA4700814,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",47.0,29.0,,,,,ERZ3455889,MGYS00005846
ERS2520956,IND-11,SAMEA4700787,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",9.9715,76.3051,,,,,ERZ3455900,MGYS00005846
ERS2520887,BRA-53,SAMEA4700718,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-19.8957,-43.8791,,,,,ERZ3455820,MGYS00005846
ERS2520906,CHE-67_1,SAMEA4700737,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",46.9722,7.4285,,,,,ERZ3455828,MGYS00005846
ERS2520913,CHN-64,SAMEA4700744,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",23.1114,113.352,,,,,ERZ3455861,MGYS00005846
ERS2520940,FIN-25_2,SAMEA4700771,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",60.2254,24.994,,,,,ERZ3455864,MGYS00005846
ERS2520971,KEN-72_1,SAMEA4700802,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-1.2455,37.0161,,,,,ERZ3455886,MGYS00005846
ERS2520985,MKD-62_1,SAMEA4700816,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",41.9906,21.4758,,,,,ERZ3455894,MGYS00005846
ERS2520987,MKD-62_3,SAMEA4700818,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",41.9906,21.4758,,,,,ERZ3455895,MGYS00005846
ERS2520916,CIV-13,SAMEA4700747,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",5.3405,-4.0156,,,,,ERZ3455846,MGYS00005846
ERS2520932,ESP-75_1,SAMEA4700763,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",41.4098,2.2228,,,,,ERZ3455856,MGYS00005846
ERS2520975,KHM-21,SAMEA4700806,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",11.5226,104.9026,,,,,ERZ3455899,MGYS00005846
ERS2520973,KEN-72_3,SAMEA4700804,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-1.2455,37.0161,,,,,ERZ3455879,MGYS00005846
ERS2520868,AUS-18a_1,SAMEA4700699,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-37.9768,144.6383,,,,,ERZ3455793,MGYS00005846
ERS2520880,BGR-66_3,SAMEA4700711,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",42.7507,23.3648,,,,,ERZ3455819,MGYS00005846
ERS2520925,DEU-27,SAMEA4700756,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",52.5316,13.2322,,,,,ERZ3455848,MGYS00005846
ERS2520930,ECU-14a,SAMEA4700761,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-0.9079,-89.603,,,,,ERZ3455853,MGYS00005846
ERS2520964,ISL-28_2,SAMEA4700795,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",64.1555,-21.8727,,,,,ERZ3455878,MGYS00005846
ERS2520882,BRA-53_1,SAMEA4700713,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-19.8957,-43.8791,,,,,ERZ3455804,MGYS00005846
ERS2520884,BRA-53a_1,SAMEA4700715,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-1.3567,-48.4454,,,,,ERZ3455829,MGYS00005846
ERS2520909,CHE-67_4,SAMEA4700740,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",46.9722,7.4285,,,,,ERZ3455833,MGYS00005846
ERS2520922,DEU-27_2,SAMEA4700753,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",52.5316,13.2322,,,,,ERZ3455840,MGYS00005846
ERS2520953,HUN-61,SAMEA4700784,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",47.5696,19.0746,,,,,ERZ3455869,MGYS00005846
ERS2520972,KEN-72_2,SAMEA4700803,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-1.2455,37.0161,,,,,ERZ3455883,MGYS00005846
ERS2520970,KAZ-6,SAMEA4700801,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",43.4039,76.8892,,,,,ERZ3455893,MGYS00005846
ERS2520877,AUT-70,SAMEA4700708,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",48.174,16.4632,,,,,ERZ3455808,MGYS00005846
ERS2520981,LVA-31,SAMEA4700812,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",56.9777,24.0807,,,,,ERZ3455890,MGYS00005846
ERS2520988,MKD-62,SAMEA4700819,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",41.9906,21.4758,,,,,ERZ3455897,MGYS00005846
ERS2520927,DNK-71_RD,SAMEA4700758,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",55.6405,12.5058,,,,,ERZ3455866,MGYS00005846
ERS2520974,KEN-72,SAMEA4700805,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2018-05-31; wastewater metagenome",-1.2455,37.0161,,,,,ERZ3455898,MGYS00005846
SRS1791885,Gp0138790,SAMN05720209,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU002_MetaG,30.66,104.06,China,,,,ERZ1756056;OFEK01,MGYS00002316
,,,,,,,,,,,MGYS00002316
SRS1791886,Gp0138786,SAMN05720223,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC111_MetaG,22.28,114.17,Hong Kong,,,,ERZ764804,MGYS00003395
SRS1692508,Gp0138787,SAMN05720207,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC113_MetaG,22.28,114.17,Hong Kong,,,,ERZ724020,MGYS00003512
SRS1791804,Gp0138812,SAMN05720167,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC075_MetaG,37.8,-122.27,USA,,,,ERZ778036,MGYS00004765
SRS1791806,Gp0138806,SAMN05720220,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNNA7_MetaG,37.43,138.83,Japan,,,,ERZ778037,MGYS00004766
SRS1791882,Gp0138788,SAMN05720164,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC115_MetaG,22.28,114.17,Hong Kong,,,,ERZ778038,MGYS00004767
SRS1687462,Gp0138811,SAMN05720219,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG,37.8,-122.27,USA,,,,ERZ795029,MGYS00004910
SRS1687463,Gp0138833,SAMN05720146,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS1_MetaG,43.77,142.37,Japan,,,,ERZ795030,MGYS00004911
SRS1687472,Gp0138835,SAMN05720147,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS3_MetaG,43.77,142.37,Japan,,,,ERZ795049,MGYS00004922
SRS1791674,Gp0138781,SAMN05720284,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC117_MetaG,22.28,114.17,Hong Kong,,,,ERZ795053,MGYS00004926
SRS1791740,Gp0138830,SAMN05720227,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC052_MetaG,42.12,-87.65,USA,,,,ERZ795056,MGYS00004929
SRS1791743,Gp0138834,SAMN05720210,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS2_MetaG,43.77,142.37,Japan,,,,ERZ795058,MGYS00004931
SRS1791744,Gp0138819,SAMN05720168,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC045_MetaG,40.12,-87.63,USA,,,,ERZ795059,MGYS00004932
SRS1791745,Gp0138803,SAMN05720157,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNMR2_MetaG,36.29,139.38,Japan,,,,ERZ795060,MGYS00004933
SRS1792068,Gp0141809,SAMN05720189,"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1 time_0 SIP DNA",47.6525,-122.3049,"USA:Washington, USA",,,,ERZ795066,MGYS00004939
SRS1914373,D5,SAMN06216280,Sewage sludge,30.59,121.14,"China:Songjiang, Shanghai",,,,ERZ795067,MGYS00004940
SRS2212571,Gp0115564,SAMN06343852,"Active sludge microbial communities from Klosterneuburg, Austria, studying microevolution and ecology of nitrifiers - Klosterneuburg WWTP active sludge metagenome KNB14_supernatant",48.3,16.2,Austria: Klosterneuburg,,,,ERZ795076,MGYS00004949
SRS1687471,Gp0138836,SAMN05720170,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Canada - AD_UKC129_MetaG,49.25,-123.1,Canada,,,,ERZ795381,MGYS00004983
SRS1060545,ES,SAMN04041125,ES,34.64,119.17,China,,,,ERZ795009,MGYS00005006
SRS1060554,EG,SAMN04041126,EG,34.65,119.17,China,,,,ERZ795010,MGYS00005006
SRS2422719,HS0,SAMN07488724,HS0,,,,,,,ERZ781404,MGYS00005011
SRS2422978,HS5,SAMN07488725,HS5,,,,,,,ERZ781406,MGYS00005011
SRS2422979,HS50,SAMN07488726,HS50,,,,,,,ERZ781405,MGYS00005011
SRS3255898,BPA-DNA-1,SAMN08937787,DNA sample obtained before BPA adding (Phase I),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-0,sludge-water,ERZ782916,MGYS00005025
SRS3255899,BPA-DNA-2,SAMN08937788,DNA sample obtained after BPA added for 14-15hrs,22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-14,sludge-water,ERZ782915,MGYS00005025
SRS3255900,BPA-RNA-1,SAMN08937789,RNA sample obtained before BPA adding (Phase I),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-0-1,sludge-water,ERZ782927,MGYS00005025
SRS3255901,BPA-RNA-2,SAMN08937790,RNA sample obtained before BPA adding (Phase I),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-0-2,sludge-water,ERZ782929,MGYS00005025
SRS3255902,BPA-RNA-3,SAMN08937791,RNA sample obtained after BPA added for 2-3 hrs (Phase II),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-2-1,sludge-water,ERZ782928,MGYS00005025
SRS3255903,BPA-RNA-4,SAMN08937792,RNA sample obtained after BPA added for 2-3 hrs (Phase II),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-2-2,sludge-water,ERZ782923,MGYS00005025
SRS3255904,BPA-RNA-5,SAMN08937793,RNA sample obtained after BPA added for 14-15 hrs (Phase III),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-14-1,sludge-water,ERZ782930,MGYS00005025
SRS3255905,BPA-RNA-6,SAMN08937794,RNA sample obtained after BPA added for 14-15 hrs (Phase III),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-14-2,sludge-water,ERZ782925,MGYS00005025
SRS3255906,BPA-RNA-7,SAMN08937795,RNA sample obtained after BPA added for 24-25 hrs (Phase IV),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-24-1,sludge-water,ERZ782926,MGYS00005025
SRS3255907,BPA-RNA-8,SAMN08937796,RNA sample obtained  after BPA added for 24-25 hrs (Phase IV),22.25,114.1667,China: Hong Kong,bisphenol A culture medium,BPA degrading-24-2,sludge-water,ERZ782924,MGYS00005025
SRS976606,PtcB-09,SAMN03792071,Illumina HiSeq1500 shotgun-sequencing,-34.07,-59.07,,,wastewater treatment plant,activated sludge,ERZ794912;ERZ842394;SRR2107176;SRR2107177,MGYS00002058
SRS976079,SwgA-13,SAMN03794762,Illumina HiSeq1500 shotgun-sequencing,-34.82,-58.17,,,wastewater treatment plant,activated sludge,ERZ794919;ERZ842397;SRR2107212;SRR2107213,MGYS00002058
SRS976068,Txt-08,SAMN03794739,Illumina HiSeq1500 shotgun-sequencing,-34.84,-58.2,,,wastewater treatment plant,activated sludge,ERZ794913;ERZ794932;SRR2107178;SRR2107179,MGYS00002058
SRS976082,SwgA-08,SAMN03794758,Illumina HiSeq1500 shotgun-sequencing,-34.82,-58.17,,,wastewater treatment plant,activated sludge,ERZ794914;SRR2107210;SRR2107211,MGYS00002058
SRS976061,PtcA-09,SAMN03792045,Illumina HiSeq1500 shotgun-sequencing,-34.65,-58.32,,,wastewater treatment plant,activated sludge,ERZ794915;ERZ794933,MGYS00002058
SRS976081,Why-11,SAMN03794747,Illumina HiSeq1500 shotgun-sequencing,-30.94,-62.05,,,wastewater treatment plant,activated sludge,ERZ794916;SRR2107184;SRR2107185,MGYS00002058
SRS976062,PtcB-08,SAMN03792070,Illumina HiSeq1500 shotgun-sequencing,-34.07,-59.07,,,wastewater treatment plant,activated sludge,ERZ794917,MGYS00002058
SRS976063,PtcA-11,SAMN03792069,Illumina HiSeq1500 shotgun-sequencing,-34.65,-58.32,,,wastewater treatment plant,activated sludge,ERZ794918;ERZ794928,MGYS00002058
SRS976080,SwgB-12,SAMN03794764,Illumina HiSeq1500 shotgun-sequencing,-34.47,-58.59,,,wastewater treatment plant,activated sludge,ERZ794920;SRR2107216;SRR2107215,MGYS00002058
SRS976605,SwgB-13,SAMN03794765,Illumina HiSeq1500 shotgun-sequencing,-34.47,-58.59,,,wastewater treatment plant,activated sludge,ERZ794921;ERZ794929;SRR2107219;SRR2107218,MGYS00002058
SRS976072,Txt-11,SAMN03794741,Illumina HiSeq1500 shotgun-sequencing,-34.84,-58.2,,,wastewater treatment plant,activated sludge,ERZ794930;SRR2107181;SRR2107180,MGYS00002058
SRS976078,Why-10,SAMN03794746,Illumina HiSeq1500 shotgun-sequencing,-30.94,-62.05,,,wastewater treatment plant,activated sludge,ERZ794931;SRR2107182;SRR2107183,MGYS00002058
SRS2278348,EF_VA,SAMN07190887,effluent of sewage treatment plant in Hong Hong,37.14,-80.41,"USA: Christiansburg, Virginia",,,,ERZ724506;ERZ724508;ERZ724509;ERZ724511;ERZ724530;ERZ724535;ERZ724547;ERZ724548;ERZ724555,MGYS00005035
SRS2278349,IN_HK,SAMN07190885,influent of sewage treatment plant in Hong Hong,22.4,114.21,Hong Kong,,,,ERZ724502;ERZ724503;ERZ724515;ERZ724518;ERZ724531;ERZ724534;ERZ724540;ERZ724553;ERZ724558,MGYS00005035
SRS2278350,AS_VA,SAMN07190886,activated sludge of sewage treatment plant in Hong Hong,37.14,-80.41,"USA: Christiansburg, Virginia",,,,ERZ724516;ERZ724517;ERZ724520;ERZ724527;ERZ724529;ERZ724533;ERZ724539;ERZ724546;ERZ724551;ERZ724556;ERZ724559,MGYS00005035
SRS2278351,IN_VA,SAMN07190888,influent of sewage treatment plant in Hong Hong,37.14,-80.41,"USA: Christiansburg, Virginia",,,,ERZ724504;ERZ724510;ERZ724523;ERZ724524;ERZ724525;ERZ724536;ERZ724537;ERZ724542;ERZ724554,MGYS00005035
SRS2278352,AS_HK,SAMN07190883,activated sludge of sewage treatment plant in Hong Hong,22.4,114.21,Hong Kong,,,,ERZ724507;ERZ724512;ERZ724513;ERZ724514;ERZ724519;ERZ724521;ERZ724526;ERZ724541;ERZ724545;ERZ724550;ERZ724557,MGYS00005035
SRS2278353,EF_HK,SAMN07190884,effluent of sewage treatment plant in Hong Hong,22.4,114.21,Hong Kong,,,,ERZ724505;ERZ724522;ERZ724528;ERZ724532;ERZ724538;ERZ724543;ERZ724544;ERZ724549;ERZ724552,MGYS00005035
